CIF,Account_Name,Current_Product,Segment,CLV_Tier,Churn_Risk,NBP_Rank,Recommended_Product,Confidence_Score
CIF01000073,Customer_74,Ordinary Saving Account,Cross-Sell Ready,Mid-CLV,Critical Risk,3,Werazut Saving Account,0.06677
CIF01000074,Customer_75,Couples Saving Deposit,Mid-Value Growth,Top-CLV,Low Risk,1,Ordinary Saving Account,0.25367
CIF01000074,Customer_75,Couples Saving Deposit,Mid-Value Growth,Top-CLV,Low Risk,2,Special Saving Account,0.10078
CIF01000074,Customer_75,Couples Saving Deposit,Mid-Value Growth,Top-CLV,Low Risk,3,Blatena Saving Account,0.07777
CIF01000075,Customer_76,Ordinary Saving Account,Low Engagement,Top-CLV,Low Risk,1,Special Saving Account,0.10425
CIF01000075,Customer_76,Ordinary Saving Account,Low Engagement,Top-CLV,Low Risk,2,Blatena Saving Account,0.07712
CIF01000075,Customer_76,Ordinary Saving Account,Low Engagement,Top-CLV,Low Risk,3,Werazut Saving Account,0.07259
CIF01000076,Customer_77,Blatena Saving Account,Champions,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.25208
CIF01000076,Customer_77,Blatena Saving Account,Champions,Top-CLV,Critical Risk,2,Special Saving Account,0.10754
CIF01000076,Customer_77,Blatena Saving Account,Champions,Top-CLV,Critical Risk,3,Werazut Saving Account,0.0661
CIF01000077,Customer_78,Hiruyan Saving Account,Cross-Sell Ready,High-CLV,Critical Risk,1,Ordinary Saving Account,0.24929
CIF01000077,Customer_78,Hiruyan Saving Account,Cross-Sell Ready,High-CLV,Critical Risk,2,Special Saving Account,0.10285
CIF01000077,Customer_78,Hiruyan Saving Account,Cross-Sell Ready,High-CLV,Critical Risk,3,Blatena Saving Account,0.07697
CIF01000078,Customer_79,Ahadu Bereket Saving Account,High-CLV Active,High-CLV,Low Risk,1,Ordinary Saving Account,0.25128
CIF01000078,Customer_79,Ahadu Bereket Saving Account,High-CLV Active,High-CLV,Low Risk,2,Special Saving Account,0.09897
CIF01000078,Customer_79,Ahadu Bereket Saving Account,High-CLV Active,High-CLV,Low Risk,3,Blatena Saving Account,0.07831
CIF01000079,Customer_80,Agape Saving Account,Dormant Risk,High-CLV,Critical Risk,1,Ordinary Saving Account,0.24075
CIF01000079,Customer_80,Agape Saving Account,Dormant Risk,High-CLV,Critical Risk,2,Special Saving Account,0.0974
CIF01000079,Customer_80,Agape Saving Account,Dormant Risk,High-CLV,Critical Risk,3,Blatena Saving Account,0.08253
CIF01000080,Customer_81,Werazut Saving Account,High-CLV Active,High-CLV,Critical Risk,1,Ordinary Saving Account,0.25519
CIF01000080,Customer_81,Werazut Saving Account,High-CLV Active,High-CLV,Critical Risk,2,Special Saving Account,0.0994
CIF01000080,Customer_81,Werazut Saving Account,High-CLV Active,High-CLV,Critical Risk,3,Blatena Saving Account,0.07873
CIF01000081,Customer_82,Sitota Saving Deposit,Dormant Risk,Mid-CLV,Critical Risk,1,Ordinary Saving Account,0.24723
CIF01000081,Customer_82,Sitota Saving Deposit,Dormant Risk,Mid-CLV,Critical Risk,2,Special Saving Account,0.09798
CIF01000081,Customer_82,Sitota Saving Deposit,Dormant Risk,Mid-CLV,Critical Risk,3,Blatena Saving Account,0.0785
CIF01000082,Customer_83,Ordinary Saving Account,Low Engagement,Low-CLV,Critical Risk,1,Special Saving Account,0.10343
CIF01000082,Customer_83,Ordinary Saving Account,Low Engagement,Low-CLV,Critical Risk,2,Werazut Saving Account,0.07348
CIF01000082,Customer_83,Ordinary Saving Account,Low Engagement,Low-CLV,Critical Risk,3,Blatena Saving Account,0.07337
CIF01000083,Customer_84,Janderebaw Saving Account,High-CLV Active,Mid-CLV,Low Risk,1,Ordinary Saving Account,0.25799
CIF01000083,Customer_84,Janderebaw Saving Account,High-CLV Active,Mid-CLV,Low Risk,2,Special Saving Account,0.09996
CIF01000083,Customer_84,Janderebaw Saving Account,High-CLV Active,Mid-CLV,Low Risk,3,Blatena Saving Account,0.07649
CIF01000084,Customer_85,Blatena Saving Account,Dormant Risk,Mid-CLV,Critical Risk,1,Ordinary Saving Account,0.24723
CIF01000084,Customer_85,Blatena Saving Account,Dormant Risk,Mid-CLV,Critical Risk,2,Special Saving Account,0.09798
CIF01000084,Customer_85,Blatena Saving Account,Dormant Risk,Mid-CLV,Critical Risk,3,Werazut Saving Account,0.06989
CIF01000085,Customer_86,Agape Saving Account,Cross-Sell Ready,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.25062
CIF01000085,Customer_86,Agape Saving Account,Cross-Sell Ready,Top-CLV,Critical Risk,2,Special Saving Account,0.10647
CIF01000085,Customer_86,Agape Saving Account,Cross-Sell Ready,Top-CLV,Critical Risk,3,Blatena Saving Account,0.07719
CIF01000086,Customer_87,Prime Customer Deposit Account,Mid-Value Growth,High-CLV,Low Risk,1,Ordinary Saving Account,0.24435
CIF01000086,Customer_87,Prime Customer Deposit Account,Mid-Value Growth,High-CLV,Low Risk,2,Special Saving Account,0.10635
CIF01000086,Customer_87,Prime Customer Deposit Account,Mid-Value Growth,High-CLV,Low Risk,3,Blatena Saving Account,0.07855
CIF01000087,Customer_88,Asrat Bekurat Saving Account,Cross-Sell Ready,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.24719
CIF01000087,Customer_88,Asrat Bekurat Saving Account,Cross-Sell Ready,Low-CLV,Critical Risk,2,Special Saving Account,0.10146
CIF01000087,Customer_88,Asrat Bekurat Saving Account,Cross-Sell Ready,Low-CLV,Critical Risk,3,Blatena Saving Account,0.07515
CIF01000088,Customer_89,Special Saving Account,Champions,High-CLV,Critical Risk,1,Ordinary Saving Account,0.25098
CIF01000088,Customer_89,Special Saving Account,Champions,High-CLV,Critical Risk,2,Blatena Saving Account,0.0802
CIF01000088,Customer_89,Special Saving Account,Champions,High-CLV,Critical Risk,3,Werazut Saving Account,0.07063
CIF01000089,Customer_90,Ordinary Saving Account,High-CLV Active,High-CLV,Critical Risk,1,Special Saving Account,0.10357
CIF01000089,Customer_90,Ordinary Saving Account,High-CLV Active,High-CLV,Critical Risk,2,Blatena Saving Account,0.07881
CIF01000089,Customer_90,Ordinary Saving Account,High-CLV Active,High-CLV,Critical Risk,3,Werazut Saving Account,0.06548
CIF01000090,Customer_91,Ahati Saving Account,High-CLV Active,High-CLV,Low Risk,1,Ordinary Saving Account,0.2515
CIF01000090,Customer_91,Ahati Saving Account,High-CLV Active,High-CLV,Low Risk,2,Special Saving Account,0.09937
CIF01000090,Customer_91,Ahati Saving Account,High-CLV Active,High-CLV,Low Risk,3,Blatena Saving Account,0.08052
CIF01000091,Customer_92,Ordinary Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,1,Special Saving Account,0.1012
CIF01000091,Customer_92,Ordinary Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,2,Blatena Saving Account,0.07819
CIF01000091,Customer_92,Ordinary Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,3,Werazut Saving Account,0.06802
CIF01000092,Customer_93,Hiruyan Saving Account,Low Engagement,High-CLV,Critical Risk,1,Ordinary Saving Account,0.2526
CIF01000092,Customer_93,Hiruyan Saving Account,Low Engagement,High-CLV,Critical Risk,2,Special Saving Account,0.10525
CIF01000092,Customer_93,Hiruyan Saving Account,Low Engagement,High-CLV,Critical Risk,3,Blatena Saving Account,0.07561
CIF01000093,Customer_94,Ordinary Saving Account,Low Engagement,Mid-CLV,Critical Risk,1,Special Saving Account,0.10884
CIF01000093,Customer_94,Ordinary Saving Account,Low Engagement,Mid-CLV,Critical Risk,2,Blatena Saving Account,0.07597
CIF01000093,Customer_94,Ordinary Saving Account,Low Engagement,Mid-CLV,Critical Risk,3,Werazut Saving Account,0.07495
CIF01000094,Customer_95,Blatena Saving Account,Mid-Value Growth,Top-CLV,Low Risk,1,Ordinary Saving Account,0.2539
CIF01000094,Customer_95,Blatena Saving Account,Mid-Value Growth,Top-CLV,Low Risk,2,Special Saving Account,0.10117
CIF01000094,Customer_95,Blatena Saving Account,Mid-Value Growth,Top-CLV,Low Risk,3,Werazut Saving Account,0.06895
CIF01000095,Customer_96,Ordinary Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,1,Special Saving Account,0.10117
CIF01000095,Customer_96,Ordinary Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,2,Blatena Saving Account,0.07998
CIF01000095,Customer_96,Ordinary Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,3,Werazut Saving Account,0.06895
CIF01000096,Customer_97,Ahadu Bereket Saving Account,Champions,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.25607
CIF01000096,Customer_97,Ahadu Bereket Saving Account,Champions,Top-CLV,Critical Risk,2,Special Saving Account,0.10295
CIF01000096,Customer_97,Ahadu Bereket Saving Account,Champions,Top-CLV,Critical Risk,3,Blatena Saving Account,0.07772
CIF01000097,Customer_98,Dekemezmur Saving Account,Mid-Value Growth,High-CLV,Low Risk,1,Ordinary Saving Account,0.24245
CIF01000097,Customer_98,Dekemezmur Saving Account,Mid-Value Growth,High-CLV,Low Risk,2,Special Saving Account,0.10521
CIF01000097,Customer_98,Dekemezmur Saving Account,Mid-Value Growth,High-CLV,Low Risk,3,Blatena Saving Account,0.08107
CIF01000098,Customer_99,Abew Saving Account,Dormant Risk,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.2305
CIF01000098,Customer_99,Abew Saving Account,Dormant Risk,Low-CLV,Critical Risk,2,Special Saving Account,0.09978
CIF01000098,Customer_99,Abew Saving Account,Dormant Risk,Low-CLV,Critical Risk,3,Blatena Saving Account,0.07858
CIF01000099,Customer_100,Ordinary Saving Account,Dormant Risk,Low-CLV,Critical Risk,1,Special Saving Account,0.09978
CIF01000099,Customer_100,Ordinary Saving Account,Dormant Risk,Low-CLV,Critical Risk,2,Blatena Saving Account,0.07858
CIF01000099,Customer_100,Ordinary Saving Account,Dormant Risk,Low-CLV,Critical Risk,3,Werazut Saving Account,0.0709
CIF01000100,Customer_101,Werazut Saving Account,Dormant Risk,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.2345
CIF01000100,Customer_101,Werazut Saving Account,Dormant Risk,Low-CLV,Critical Risk,2,Special Saving Account,0.09518
CIF01000100,Customer_101,Werazut Saving Account,Dormant Risk,Low-CLV,Critical Risk,3,Blatena Saving Account,0.07808
CIF01000101,Customer_102,Ahati Saving Account,Cross-Sell Ready,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.25853
CIF01000101,Customer_102,Ahati Saving Account,Cross-Sell Ready,Top-CLV,Critical Risk,2,Special Saving Account,0.1023
CIF01000101,Customer_102,Ahati Saving Account,Cross-Sell Ready,Top-CLV,Critical Risk,3,Blatena Saving Account,0.07711
CIF01000102,Customer_103,Ordinary Saving Account,High-CLV Active,High-CLV,Critical Risk,1,Special Saving Account,0.09897
CIF01000102,Customer_103,Ordinary Saving Account,High-CLV Active,High-CLV,Critical Risk,2,Blatena Saving Account,0.07831
CIF01000102,Customer_103,Ordinary Saving Account,High-CLV Active,High-CLV,Critical Risk,3,Werazut Saving Account,0.06428
CIF01000103,Customer_104,Hiruyan Saving Account,Mid-Value Growth,Mid-CLV,Low Risk,1,Ordinary Saving Account,0.25506
CIF01000103,Customer_104,Hiruyan Saving Account,Mid-Value Growth,Mid-CLV,Low Risk,2,Special Saving Account,0.10274
CIF01000103,Customer_104,Hiruyan Saving Account,Mid-Value Growth,Mid-CLV,Low Risk,3,Blatena Saving Account,0.07623
CIF01000104,Customer_105,Dekemezmur Saving Account,Mid-Value Growth,High-CLV,Critical Risk,1,Ordinary Saving Account,0.24835
CIF01000104,Customer_105,Dekemezmur Saving Account,Mid-Value Growth,High-CLV,Critical Risk,2,Special Saving Account,0.10176
CIF01000104,Customer_105,Dekemezmur Saving Account,Mid-Value Growth,High-CLV,Critical Risk,3,Blatena Saving Account,0.07805
CIF01000105,Customer_106,Sitota Saving Deposit,Low Engagement,Low-CLV,Low Risk,1,Ordinary Saving Account,0.23677
CIF01000105,Customer_106,Sitota Saving Deposit,Low Engagement,Low-CLV,Low Risk,2,Special Saving Account,0.10646
CIF01000105,Customer_106,Sitota Saving Deposit,Low Engagement,Low-CLV,Low Risk,3,Werazut Saving Account,0.07649
CIF01000106,Customer_107,Ordinary Saving Account,Cross-Sell Ready,Mid-CLV,Critical Risk,1,Special Saving Account,0.10384
CIF01000106,Customer_107,Ordinary Saving Account,Cross-Sell Ready,Mid-CLV,Critical Risk,2,Blatena Saving Account,0.07515
CIF01000106,Customer_107,Ordinary Saving Account,Cross-Sell Ready,Mid-CLV,Critical Risk,3,Werazut Saving Account,0.06729
CIF01000107,Customer_108,Werazut Saving Account,High-CLV Active,High-CLV,Low Risk,1,Ordinary Saving Account,0.24538
CIF01000107,Customer_108,Werazut Saving Account,High-CLV Active,High-CLV,Low Risk,2,Special Saving Account,0.10243
CIF01000107,Customer_108,Werazut Saving Account,High-CLV Active,High-CLV,Low Risk,3,Blatena Saving Account,0.08133
CIF01000108,Customer_109,Agape Saving Account,Low Engagement,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.24267
CIF01000108,Customer_109,Agape Saving Account,Low Engagement,Low-CLV,Critical Risk,2,Special Saving Account,0.10301
CIF01000108,Customer_109,Agape Saving Account,Low Engagement,Low-CLV,Critical Risk,3,Blatena Saving Account,0.07295
CIF01000109,Customer_110,Equb Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.2539
CIF01000109,Customer_110,Equb Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,2,Special Saving Account,0.10117
CIF01000109,Customer_110,Equb Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,3,Blatena Saving Account,0.07998
CIF01000110,Customer_111,Ahati Saving Account,Cross-Sell Ready,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.25461
CIF01000110,Customer_111,Ahati Saving Account,Cross-Sell Ready,Top-CLV,Critical Risk,2,Special Saving Account,0.10187
CIF01000110,Customer_111,Ahati Saving Account,Cross-Sell Ready,Top-CLV,Critical Risk,3,Blatena Saving Account,0.07669
CIF01000111,Customer_112,Ordinary Saving Account,Dormant Risk,Mid-CLV,Critical Risk,1,Special Saving Account,0.09798
CIF01000111,Customer_112,Ordinary Saving Account,Dormant Risk,Mid-CLV,Critical Risk,2,Blatena Saving Account,0.0785
CIF01000111,Customer_112,Ordinary Saving Account,Dormant Risk,Mid-CLV,Critical Risk,3,Werazut Saving Account,0.06989
CIF01000112,Customer_113,Dekemezmur Saving Account,Mid-Value Growth,Mid-CLV,Critical Risk,1,Ordinary Saving Account,0.24715
CIF01000112,Customer_113,Dekemezmur Saving Account,Mid-Value Growth,Mid-CLV,Critical Risk,2,Special Saving Account,0.10691
CIF01000112,Customer_113,Dekemezmur Saving Account,Mid-Value Growth,Mid-CLV,Critical Risk,3,Blatena Saving Account,0.07631
CIF01000113,Customer_114,Special Saving Account,Mid-Value Growth,Mid-CLV,Low Risk,1,Ordinary Saving Account,0.24715
CIF01000113,Customer_114,Special Saving Account,Mid-Value Growth,Mid-CLV,Low Risk,2,Blatena Saving Account,0.07631
CIF01000113,Customer_114,Special Saving Account,Mid-Value Growth,Mid-CLV,Low Risk,3,Werazut Saving Account,0.06778
CIF01000114,Customer_115,Blatena Saving Account,High-CLV Active,Low-CLV,Low Risk,1,Ordinary Saving Account,0.24126
CIF01000114,Customer_115,Blatena Saving Account,High-CLV Active,Low-CLV,Low Risk,2,Special Saving Account,0.10175
CIF01000114,Customer_115,Blatena Saving Account,High-CLV Active,Low-CLV,Low Risk,3,Werazut Saving Account,0.06422
CIF01000115,Customer_116,Ordinary Saving Account,Champions,Top-CLV,Critical Risk,1,Special Saving Account,0.10295
CIF01000115,Customer_116,Ordinary Saving Account,Champions,Top-CLV,Critical Risk,2,Blatena Saving Account,0.07772
CIF01000115,Customer_116,Ordinary Saving Account,Champions,Top-CLV,Critical Risk,3,Ahati Saving Account,0.06503
CIF01000116,Customer_117,Abew Saving Account,Dormant Risk,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.2345
CIF01000116,Customer_117,Abew Saving Account,Dormant Risk,Low-CLV,Critical Risk,2,Special Saving Account,0.09518
CIF01000116,Customer_117,Abew Saving Account,Dormant Risk,Low-CLV,Critical Risk,3,Blatena Saving Account,0.07808
CIF01000117,Customer_118,Ordinary Saving Account,Mid-Value Growth,Top-CLV,Low Risk,1,Special Saving Account,0.10537
CIF01000117,Customer_118,Ordinary Saving Account,Mid-Value Growth,Top-CLV,Low Risk,2,Blatena Saving Account,0.07827
CIF01000117,Customer_118,Ordinary Saving Account,Mid-Value Growth,Top-CLV,Low Risk,3,Werazut Saving Account,0.0675
CIF01000118,Customer_119,Prime Customer Deposit Account,Cross-Sell Ready,Mid-CLV,Critical Risk,1,Ordinary Saving Account,0.25601
CIF01000118,Customer_119,Prime Customer Deposit Account,Cross-Sell Ready,Mid-CLV,Critical Risk,2,Special Saving Account,0.10384
CIF01000118,Customer_119,Prime Customer Deposit Account,Cross-Sell Ready,Mid-CLV,Critical Risk,3,Blatena Saving Account,0.07515
CIF01000119,Customer_120,Ordinary Saving Account,High-CLV Active,Top-CLV,Low Risk,1,Special Saving Account,0.09839
CIF01000119,Customer_120,Ordinary Saving Account,High-CLV Active,Top-CLV,Low Risk,2,Blatena Saving Account,0.08024
CIF01000119,Customer_120,Ordinary Saving Account,High-CLV Active,Top-CLV,Low Risk,3,Werazut Saving Account,0.06386
CIF01000120,Customer_121,Sitota Saving Deposit,Mid-Value Growth,Top-CLV,Low Risk,1,Ordinary Saving Account,0.25758
CIF01000120,Customer_121,Sitota Saving Deposit,Mid-Value Growth,Top-CLV,Low Risk,2,Special Saving Account,0.1012
CIF01000120,Customer_121,Sitota Saving Deposit,Mid-Value Growth,Top-CLV,Low Risk,3,Blatena Saving Account,0.07819
CIF01000121,Customer_122,Abew Saving Account,Cross-Sell Ready,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.25484
CIF01000121,Customer_122,Abew Saving Account,Cross-Sell Ready,Top-CLV,Critical Risk,2,Special Saving Account,0.10227
CIF01000121,Customer_122,Abew Saving Account,Cross-Sell Ready,Top-CLV,Critical Risk,3,Blatena Saving Account,0.0789
CIF01000122,Customer_123,Sitota Saving Deposit,Cross-Sell Ready,High-CLV,Critical Risk,1,Ordinary Saving Account,0.24929
CIF01000122,Customer_123,Sitota Saving Deposit,Cross-Sell Ready,High-CLV,Critical Risk,2,Special Saving Account,0.10285
CIF01000122,Customer_123,Sitota Saving Deposit,Cross-Sell Ready,High-CLV,Critical Risk,3,Blatena Saving Account,0.07697
CIF01000123,Customer_124,Asrat Bekurat Saving Account,Dormant Risk,High-CLV,Critical Risk,1,Ordinary Saving Account,0.23652
CIF01000123,Customer_124,Asrat Bekurat Saving Account,Dormant Risk,High-CLV,Critical Risk,2,Special Saving Account,0.1016
CIF01000123,Customer_124,Asrat Bekurat Saving Account,Dormant Risk,High-CLV,Critical Risk,3,Blatena Saving Account,0.08082
CIF01000124,Customer_125,Ordinary Saving Account,Dormant Risk,High-CLV,Critical Risk,1,Special Saving Account,0.09742
CIF01000124,Customer_125,Ordinary Saving Account,Dormant Risk,High-CLV,Critical Risk,2,Blatena Saving Account,0.08074
CIF01000124,Customer_125,Ordinary Saving Account,Dormant Risk,High-CLV,Critical Risk,3,Werazut Saving Account,0.07269
CIF01000125,Customer_126,Ordinary Saving Account,Cross-Sell Ready,Low-CLV,Critical Risk,1,Special Saving Account,0.10146
CIF01000125,Customer_126,Ordinary Saving Account,Cross-Sell Ready,Low-CLV,Critical Risk,2,Blatena Saving Account,0.07515
CIF01000125,Customer_126,Ordinary Saving Account,Cross-Sell Ready,Low-CLV,Critical Risk,3,Werazut Saving Account,0.06883
CIF01000126,Customer_127,Ordinary Saving Account,Cross-Sell Ready,Mid-CLV,Critical Risk,1,Special Saving Account,0.10341
CIF01000126,Customer_127,Ordinary Saving Account,Cross-Sell Ready,Mid-CLV,Critical Risk,2,Blatena Saving Account,0.07473
CIF01000126,Customer_127,Ordinary Saving Account,Cross-Sell Ready,Mid-CLV,Critical Risk,3,Werazut Saving Account,0.06557
CIF01000127,Customer_128,Tirufat Savings Account,Low Engagement,Mid-CLV,Critical Risk,1,Ordinary Saving Account,0.25172
CIF01000127,Customer_128,Tirufat Savings Account,Low Engagement,Mid-CLV,Critical Risk,2,Special Saving Account,0.10579
